Hotel owners are still reeling from the coronavirus pandemic - Fox Business;https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9tYXJrZXRzL2hvdGVsLW93bmVycy1hcmUtc3RpbGwtcmVlbGluZy1mcm9tLXRoZS1jb3JvbmF2aXJ1cy1wYW5kZW1pY9IBZGh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9tYXJrZXRzL2hvdGVsLW93bmVycy1hcmUtc3RpbGwtcmVlbGluZy1mcm9tLXRoZS1jb3JvbmF2aXJ1cy1wYW5kZW1pYy5hbXA?oc=5;https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/07/0/0/iStock-hotel-covid.jpg?ve=1&tl=1;BUSINESS;1609665122.408595;Hotel owners are still reeling from the coronavirus pandemic    Fox Business Hotel Owners Continue to Reel From the Pandemic    The Wall Street Journal 
Feared post-Christmas coronavirus surge appears to begin in L.A. County as cases spike - KTLA Los Angeles;https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8va3RsYS5jb20vbmV3cy9sb2NhbC1uZXdzL2ZlYXJlZC1wb3N0LWNocmlzdG1hcy1jb3JvbmF2aXJ1cy1zdXJnZS1hcHBlYXJzLXRvLWJlZ2luLWluLWwtYS1jb3VudHktYXMtY2FzZXMtc3Bpa2Uv0gF7aHR0cHM6Ly9rdGxhLmNvbS9uZXdzL2xvY2FsLW5ld3MvZmVhcmVkLXBvc3QtY2hyaXN0bWFzLWNvcm9uYXZpcnVzLXN1cmdlLWFwcGVhcnMtdG8tYmVnaW4taW4tbC1hLWNvdW50eS1hcy1jYXNlcy1zcGlrZS9hbXAv?oc=5;null;BUSINESS;1609665122.408595;Feared post-Christmas coronavirus surge appears to begin in L.A. County as cases spike    KTLA Los Angeles 
Florida's Minimum Wage Increases On The Way To $15 An Hour - NorthEscambia.com;https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHA6Ly93d3cubm9ydGhlc2NhbWJpYS5jb20vMjAyMS8wMS9mbG9yaWRhcy1taW5pbXVtLXdhZ2UtaW5jcmVhc2VzLW9uLXRoZS13YXktdG8tMTUtYW4taG91ctIBAA?oc=5;http://www.northescambia.com/wp-content/uploads/2020/11/salaryfb.jpg;BUSINESS;1609665122.408595;Florida's Minimum Wage Increases On The Way To $15 An Hour    NorthEscambia.com Minimum wage increases in Missouri and Illinois    KMOV St. Louis All the states raising their minimum wages in the new year    WFLA City and County of Denver's minimum wage rate increases on Friday to $14.77 per hour    Denver7 – The Denver Channel New laws taking effect in 2021    WKTV 
Germany’s BioNTech races to ramp up vaccine production to fill ‘gap’ - The Times of Israel;https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL2dlcm1hbnlzLWJpb250ZWNoLXJhY2luZy10by1yYW1wLXVwLXZhY2NpbmUtcHJvZHVjdGlvbi10by1maWxsLWdhcC_SAWVodHRwczovL3d3dy50aW1lc29maXNyYWVsLmNvbS9nZXJtYW55cy1iaW9udGVjaC1yYWNpbmctdG8tcmFtcC11cC12YWNjaW5lLXByb2R1Y3Rpb24tdG8tZmlsbC1nYXAvYW1wLw?oc=5;https://static.timesofisrael.com/www/uploads/2021/01/Untitled-11-1024x640.jpg;BUSINESS;1609665122.408595;Germany’s BioNTech races to ramp up vaccine production to fill ‘gap’    The Times of Israel The latest on the coronavirus pandemic and vaccines: Live updates    CNN International Pfizer's Next Multibillion-Dollar COVID Vaccine Move    The Motley Fool Dr. Marc Siegel: COVID vaccinations will increase rapidly — greatest accomplishment in vaccine history    Fox News Britain will allow mixing of COVID-19 vaccines on rare occasions    Reuters 
Police investigating fatal crash at Clinton and Grove - wpta21.com;https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3B0YTIxLmNvbS8yMDIxLzAxLzAyL2ZhdGFsLWNyYXNoLW9uLWNsaW50b24tYW5kLWdyb3ZlL9IBAA?oc=5;https://quincy-network.s3.ca-central-1.amazonaws.com/wp-content/uploads/sites/16/2021/01/thumbnail_Image.jpg;BUSINESS;1609665122.408595;Police investigating fatal crash at Clinton and Grove    wpta21.com FWFD investigating cause of fire on Clinton Street    WANE 1 dead, 1 fighting for life in crash on Clinton Street    WANE 
Powerball Drawing For 01/02/21, Saturday Jackpot is $384 Million - Newsweek;https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3Lm5ld3N3ZWVrLmNvbS9wb3dlcmJhbGwtZHJhd2luZy0wMS0wMi0yMS1zYXR1cmRheS1qYWNrcG90LTM4NC1taWxsaW9uLTE1NTgyMDHSAV5odHRwczovL3d3dy5uZXdzd2Vlay5jb20vcG93ZXJiYWxsLWRyYXdpbmctMDEtMDItMjEtc2F0dXJkYXktamFja3BvdC0zODQtbWlsbGlvbi0xNTU4MjAxP2FtcD0x?oc=5;null;BUSINESS;1609665122.408595;Powerball Drawing For 01/02/21, Saturday Jackpot is $384 Million    Newsweek Powerball lottery: Did you win Saturday’s $384M Powerball drawing? Winning numbers, live results (1/2/2021)    NJ.com Powerball Winning Numbers For 01/02/2021 Drawing: $384M Jackpot    Patch.com Lotto 6/49 Canada Results For Jan 2, 2020, Winning Numbers    Republic World California lottery officials drawing for Powerball jackpot worth $384 million tonight    Sacramento Bee 
What we know about the new PPP loans for small businesses - KCRA Sacramento;https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmtjcmEuY29tL2FydGljbGUvd2hhdC13ZS1rbm93LWFib3V0LXRoZS1uZXctcHBwLWxvYW5zLWZvci1zbWFsbC1idXNpbmVzc2VzLzM1MTExOTk30gFjaHR0cHM6Ly93d3cua2NyYS5jb20vYW1wL2FydGljbGUvd2hhdC13ZS1rbm93LWFib3V0LXRoZS1uZXctcHBwLWxvYW5zLWZvci1zbWFsbC1idXNpbmVzc2VzLzM1MTExOTk3?oc=5;null;BUSINESS;1609665122.408595;What we know about the new PPP loans for small businesses    KCRA Sacramento Coronavirus Relief: Want to apply for a 2nd federally-funded Paycheck Protection Program loan? Here's who can qualify    KGO-TV Business owners hope to buy time with new COVID relief loans    Atlanta Journal Constitution 
These Are The Best Performing Stocks Of 2020  1 Up 2000%+ YTD - Nasdaq;https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvdGhlc2UtYXJlLXRoZS1iZXN0LXBlcmZvcm1pbmctc3RvY2tzLW9mLTIwMjAtMS11cC0yMDAwLXl0ZC0yMDIxLTAxLTAx0gFpaHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy90aGVzZS1hcmUtdGhlLWJlc3QtcGVyZm9ybWluZy1zdG9ja3Mtb2YtMjAyMC0xLXVwLTIwMDAteXRkLTIwMjEtMDEtMDE_YW1w?oc=5;https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?1788054453;BUSINESS;1609665122.408595;These Are The Best Performing Stocks Of 2020, 1 Up 2000%+ YTD    Nasdaq Here is Why Growth Investors Should Buy Broadcom Inc. (AVGO) Now    Yahoo Finance Can Moderna (MRNA) Stock Cure Your Portfolio in 2021?    Nasdaq What Makes Screen Holdings Co., Ltd (DINRF) a New Buy Stock    Yahoo Finance Is Tesla (TSLA) Outperforming Other Auto-Tires-Trucks Stocks This Year?    Yahoo Finance 
China threatens retaliation for NYSE delisting telecom firms - DW (English);https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmR3LmNvbS9lbi9jaGluYS10aHJlYXRlbnMtcmV0YWxpYXRpb24tZm9yLW55c2UtZGVsaXN0aW5nLXRlbGVjb20tZmlybXMvYS01NjExNTMzNtIBXWh0dHBzOi8vYW1wLmR3LmNvbS9lbi9jaGluYS10aHJlYXRlbnMtcmV0YWxpYXRpb24tZm9yLW55c2UtZGVsaXN0aW5nLXRlbGVjb20tZmlybXMvYS01NjExNTMzNg?oc=5;https://static.dw.com/image/56115450_6.jpg;BUSINESS;1609665122.408595;China threatens retaliation for NYSE delisting telecom firms    DW (English) China warns of retaliation for NYSE's delisting of companies    Yahoo Finance Beijing says it will take 'necessary measures' in response to NYSE delisting of 3 Chinese companies    CNBC China to take 'necessary measures' after US delists three companies from stock exchange | TheHill    The Hill China says it will take action against U.S. delisting of its telcos    Yahoo Finance 
SolarWinds hack may be much worse than originally feared - The Verge;https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIxLzEvMi8yMjIxMDY2Ny9zb2xhcndpbmRzLWhhY2std29yc2UtZ292ZXJubWVudC1taWNyb3NvZnQtY3liZXJzZWN1cml0edIBcGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS9wbGF0Zm9ybS9hbXAvMjAyMS8xLzIvMjIyMTA2Njcvc29sYXJ3aW5kcy1oYWNrLXdvcnNlLWdvdmVybm1lbnQtbWljcm9zb2Z0LWN5YmVyc2VjdXJpdHk?oc=5;https://cdn.vox-cdn.com/thumbor/5FEec-gb_3Vcb-BkP0BQhd2QRwg=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/8792131/acastro_170621_1777_0007_v2_0001.jpg;BUSINESS;1609665122.408595;SolarWinds hack may be much worse than originally feared    The Verge 
Restaurants open for dine-in Monday, must self-certify online before opening their doors - ABC27;https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy5hYmMyNy5jb20vbmV3cy9oZWFsdGgvY29yb25hdmlydXMvcmVzdGF1cmFudHMtb3Blbi1mb3ItZGluZS1pbi1tb25kYXktbXVzdC1zZWxmLWNlcnRpZnktb25saW5lLWJlZm9yZS1vcGVuaW5nLXRoZWlyLWRvb3JzL9IBigFodHRwczovL3d3dy5hYmMyNy5jb20vbmV3cy9oZWFsdGgvY29yb25hdmlydXMvcmVzdGF1cmFudHMtb3Blbi1mb3ItZGluZS1pbi1tb25kYXktbXVzdC1zZWxmLWNlcnRpZnktb25saW5lLWJlZm9yZS1vcGVuaW5nLXRoZWlyLWRvb3JzL2FtcC8?oc=5;null;BUSINESS;1609665122.408595;Restaurants open for dine-in Monday, must self-certify online before opening their doors    ABC27 Pennsylvania self-certified restaurants may increase indoor dining capacity on Monday    wgaltv Pa. restaurants can increase indoor dining capacity starting Jan. 4    WKBN.com Pa. indoor dining to resume Monday at 25%, or 50% capacity if self-certified    69News WFMZ-TV Self-certifying restaurants in Pennsylvania may increase indoor dining capacity on Monday    wgaltv 
12 Things Churches and Nonprofits Should Know About the New Paycheck Protection Program - CBN News;https://news.google.com/__i/rss/rd/articles/CBMihAFodHRwczovL3d3dzEuY2JuLmNvbS9jYm5uZXdzL3VzLzIwMjEvamFudWFyeS8xMi10aGluZ3MtY2h1cmNoZXMtYW5kLW5vbnByb2ZpdHMtc2hvdWxkLWtub3ctYWJvdXQtdGhlLW5ldy1wYXljaGVjay1wcm90ZWN0aW9uLXByb2dyYW3SAQA?oc=5;https://www1.cbn.com/sites/default/files/styles/original/public/uscapitolmoneyas_si.jpg?itok=_D3vU3CI;BUSINESS;1609665122.408595;12 Things Churches and Nonprofits Should Know About the New Paycheck Protection Program    CBN News Report: 13% of small businesses in Northern Virginia received PPP loans    WTOP UFC, Onnit, Brendan Schaub and Tito Ortiz among those who received COVID-19 relief loans    Bloody Elbow Paycheck Protection Program 2.0: PPPvEligibility and Loan Forgiveness    The National Law Review 13% of Northern Virginia small businesses received PPP loans, report finds    Inside NoVA 
Benzinga's Final Bulls And Bears Of The Year: Alibaba, Apple, Intel, Tesla And More - Yahoo Finance;https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9iZW56aW5nYXMtZmluYWwtYnVsbHMtYmVhcnMtYWxpYmFiYS0xNjI1MzAwMTguaHRtbNIBWWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL2Jlbnppbmdhcy1maW5hbC1idWxscy1iZWFycy1hbGliYWJhLTE2MjUzMDAxOC5odG1s?oc=5;https://s.yimg.com/uu/api/res/1.2/QShYMQQ7wpcN7ZCtkwxujA--~B/aD00MDA7dz02MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/4b354ced4e6b6f1cfbff9cf221002ee3;BUSINESS;1609665122.408595;Benzinga's Final Bulls And Bears Of The Year: Alibaba, Apple, Intel, Tesla And More    Yahoo Finance Why Bitcoin Is Bigger Than an Inflation Hedge, feat. Dan Tapiero - CoinDesk    Coindesk Will Shopify Stock Reach $2,000 By 2022?    Benzinga 10 SPACs Trading Under $11 For Investors To Consider In 2021    Yahoo Finance 13 Things Seniors Can Get for Free — or Almost Free    msnNOW 
The Boeing 737: The Original, Classic, NG And MAX – What’s The Difference? - Simple Flying;https://news.google.com/__i/rss/rd/articles/CBMiMGh0dHBzOi8vc2ltcGxlZmx5aW5nLmNvbS9ib2VpbmctNzM3LWRpZmZlcmVuY2VzL9IBNGh0dHBzOi8vc2ltcGxlZmx5aW5nLmNvbS9ib2VpbmctNzM3LWRpZmZlcmVuY2VzL2FtcC8?oc=5;https://simpleflying.com/wp-content/uploads/2020/05/K65704.jpg;BUSINESS;1609665122.408595;The Boeing 737: The Original, Classic, NG And MAX – What’s The Difference?    Simple Flying Dark cloud hangs over return of 737 Max | Business    The Times American Airlines Flies Passengers on Boeing 737 Max for First Time Since March 2019    Breitbart Air France 777 & American Airlines 737 Almost Suffer Conflict Over Caribbean Sea    Simple Flying The Week's Top Stories: Stocks Close Out 2020, Vaccines & Return of the 737-Max    Cheddar 
Recall Issued For Some Dry Pet Food After Deaths Of 28 Dogs - Mount Pleasant Daily Voice;https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vZGFpbHl2b2ljZS5jb20vbmV3LXlvcmsvbW91bnRwbGVhc2FudC9uZXdzL3JlY2FsbC1pc3N1ZWQtZm9yLXNvbWUtZHJ5LXBldC1mb29kLWFmdGVyLWRlYXRocy1vZi0yOC1kb2dzLzgwMDY2Ny_SAQA?oc=5;https://daily-voice-res.cloudinary.com/image/upload/c_limit,e_sharpen,f_auto,q_auto:eco,w_640/AJWUDT3CAVH2THBGHMYI6ZYSQY_ihs1rk.jpg;BUSINESS;1609665122.408595;Recall Issued For Some Dry Pet Food After Deaths Of 28 Dogs    Mount Pleasant Daily Voice Don’t ignore dog and cat food recalls: The deadly risk explained    SlashGear FDA issues pet food alert after 28 dogs are reported dead from toxin    WRCB-TV Certain Pet Foods From Sportmix Have Been Recalled After Causing 28 Deaths and Illness    Yahoo Lifestyle Pet Food Recalled After 28 Dogs Die Following Consumption – KFIZ News-Talk 1450 AM    Kfiz 
"Health Department Administers 1158 Doses Of Pfizer COVID-19 Vaccine Thursday  Asks For ""Community's Patience In This Historic Undertaking"" - The Chattanoogan";https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmNoYXR0YW5vb2dhbi5jb20vMjAyMS8xLzEvNDIwODAwL0hlYWx0aC1EZXBhcnRtZW50LUFkbWluaXN0ZXJzLTExNTguYXNweNIBAA?oc=5;;BUSINESS;1609665122.408595;"Health Department Administers 1158 Doses Of Pfizer COVID-19 Vaccine Thursday, Asks For ""Community's Patience In This Historic Undertaking""    The Chattanoogan"
Target recalls 480,000 infant rompers and children's swimsuits - TODAY;https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LnRvZGF5LmNvbS9wYXJlbnRzL3RhcmdldC1hbm5vdW5jZXMtcmVjYWxsLTQ4MC0wMDAtaW5mYW50LXJvbXBlcnMtY2hpbGQtc3dpbXN1aXRzLXQyMDQ5MDPSASpodHRwczovL3d3dy50b2RheS5jb20vdG9kYXkvYW1wL3RkbmEyMDQ5MDM?oc=5;https://media1.s-nbcnews.com/j/newscms/2021_53/1656958/target-recall-ms-today-main-210102-01_c45d2dde08cc514f1d89987d7d43da20.social_share_1200x630_center.jpg;BUSINESS;1609665122.408595;Target recalls 480,000 infant rompers and children's swimsuits    TODAY Target recalling tens of thousands of infant rompers, swimsuits due to choking hazard    KTLA Recall Roundup: Rashguard Swimsuit, Infant Rompers, and French Silk Pie    KJRH -TV | Tulsa | Channel 2 Target recalls baby clothes over possible choking hazard    1011now More than 480,000 Target toddler, infant clothes recalled    Atlanta Journal Constitution 
Singapore Airlines Resumes London-Australia Flights - Simple Flying;https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vc2ltcGxlZmx5aW5nLmNvbS9zaW5nYXBvcmUtYWlybGluZXMtbG9uZG9uLWF1c3RyYWxpYS_SAUFodHRwczovL3NpbXBsZWZseWluZy5jb20vc2luZ2Fwb3JlLWFpcmxpbmVzLWxvbmRvbi1hdXN0cmFsaWEvYW1wLw?oc=5;https://simpleflying.com/wp-content/uploads/2020/09/GettyImages-928323334.jpg;BUSINESS;1609665122.408595;Singapore Airlines Resumes London-Australia Flights    Simple Flying Sneezed on, cussed at, ignored: Airline workers battle mask resistance with scant government backup    The Washington Post Should airlines do more to screen for sick passengers?    msnNOW COVID-19: Visibly ill people aren't being kept off planes    The San Diego Union-Tribune 2020 goes down as one of worst in history for airline industry — but there's some good news for consumers    msnNOW 
